,마명,기록,거리,일자,습도,S1화롱,G3화롱,G1화롱,성별,나이,부중,기수,훈련량(분),새기록
18472,충주왕자,1:12.0,1000,2014-06-21,10,16,41.9,14.6,수,4,55.0,강수한,123,72.0
18473,충주왕자,1:32.2,1200,2014-08-02,20,17,44.8,14.3,수,4,57.0,권육,123,92.2
18474,충주왕자,1:44.8,1400,2014-08-16,10,16,43.9,15.1,수,4,58.0,권육,123,104.8
18475,충주왕자,1:46.2,1400,2014-09-12,5,17,44.3,14.5,수,4,58.0,권육,123,106.2
18476,취향저격,1:06.2,900,2017-09-09,6,16,43.1,14.4,암,2,56.0,강수한,1425,66.2
18477,취향저격,1:11.7,1000,2017-10-28,6,16,42.0,15.1,암,2,55.0,강수한,1227,71.7
18478,취향저격,1:28.6,1200,2017-11-18,8,16,44.4,15.8,암,2,54.0,강수한,1083,88.6
18479,취향저격,1:27.9,1200,2017-12-15,10,16,44.0,14.9,암,2,54.0,강수한,728,87.9
18480,측천무후,1:09.0,800,2018-03-17,8,18,51.4,18.2,암,5,55.0,한영민,879,69.0
18481,측천무후,1:22.7,1000,2019-04-12,9,17,49.0,17.2,암,5,58.5,전현준,806,82.7
18482,측천무후,1:24.1,1000,2019-01-19,7,18,49.8,16.9,암,5,58.0,전현준,931,84.1
18483,측천무후,1:33.1,1110,2019-03-22,12,18,49.9,17.3,암,5,58.0,전현준,589,93.1
18484,측천무후,1:38.8,1110,2019-06-29,20,18,54.9,19.8,암,5,54.5,장우성,1015,98.8
18485,측천무후,1:42.7,1200,2019-10-26,4,17,54.0,20.0,암,5,51.5,원유일,1230,102.7
18486,측천무후,1:39.0,1200,2019-09-21,20,17,50.2,17.2,암,5,51.0,원유일,1201,99.0
18487,치우천,1:29.0,1200,2014-06-21,6,16,45.2,15.9,거,4,56.0,정명일,123,89.0
18488,치우천,1:28.7,1200,2014-08-30,10,16,45.2,15.3,거,4,53.0,정명일,123,88.7
18489,치우천,1:28.5,1200,2014-10-04,5,16,43.8,14.8,거,4,53.0,정명일,123,88.5
18490,치우천,1:29.8,1200,2014-07-25,7,17,44.1,14.7,거,4,56.0,정명일,123,89.8
18491,치우천,1:29.0,1200,2014-01-18,12,16,44.9,15.6,거,4,57.0,정명일,123,89.0
18492,치우천왕,1:04.0,900,2016-12-03,6,16,41.8,14.3,수,2,55.0,김홍권,865,64.0
18493,치우천왕,1:06.3,900,2016-10-14,5,16,43.4,14.7,수,2,55.0,원유일,449,66.3
18494,치우천왕,1:12.1,1000,2016-12-30,10,16,42.4,14.6,수,2,55.0,김홍권,730,72.1
18495,친구,1:26.7,800,2019-04-04,4,19,68.0,22.0,거,4,56.0,이재웅,123,86.7
18496,친구,1:18.4,800,2019-12-29,15,21,57.0,21.5,거,4,57.0,권동석,123,78.4
18497,칠보,1:08.0,800,2018-10-26,6,19,49.0,16.9,암,5,53.5,원유일,1064,68.0
18498,칠보,1:10.8,800,2017-07-21,6,19,51.9,17.9,암,5,51.0,김재원,809,70.8
18499,칠보,1:10.3,800,2018-12-28,12,18,51.9,18.5,암,5,51.0,김재원,371,70.3
18500,칠보,1:09.6,800,2018-04-07,12,18,51.3,18.1,암,5,52.0,김대연,445,69.6
18501,칠보,1:08.3,800,2018-08-17,10,18,50.1,17.5,암,5,55.0,김대연,1007,68.3
18502,칠보,1:12.3,800,2018-03-02,8,19,53.1,19.1,암,5,52.0,김대연,995,72.3
18503,칠보,1:17.2,900,2018-08-03,14,18,51.5,18.2,암,5,52.0,김재원,1412,77.2
18504,칠보,1:19.9,900,2018-11-09,14,18,52.8,19.0,암,5,55.0,원유일,451,79.9
18505,칠보,1:18.4,900,2018-12-21,14,18,51.7,17.8,암,5,51.0,김재원,457,78.4
18506,칠보,1:21.1,900,2017-07-28,6,19,54.0,18.8,암,5,51.0,김재원,438,81.1
18507,칠보,1:19.1,900,2018-09-07,14,18,52.7,19.2,암,5,54.0,김대연,207,79.1
18508,칠보,1:22.8,900,2018-01-26,17,18,56.1,20.3,암,5,52.0,김대연,1262,82.8
18509,칠성,1:11.0,800,2018-08-04,12,18,53.1,20.1,수,4,57.5,권동석,992,71.0
18510,칠성,1:15.2,800,2019-01-17,8,21,54.1,19.7,수,4,57.0,박성광,123,75.2
18511,칠성,1:08.8,800,2018-03-24,8,18,51.0,17.7,수,4,56.0,권동석,1557,68.8
18512,칠성,1:18.3,900,2018-05-26,10,18,52.6,18.5,수,4,58.5,권동석,538,78.3
18513,칠성,1:18.9,900,2018-06-23,8,18,52.5,18.1,수,4,58.5,권동석,1269,78.9
18514,칠성대로,1:12.9,800,2017-10-28,6,18,54.6,20.1,거,4,54.0,문성호,997,72.9
18515,칠성대로,1:11.1,800,2017-04-07,17,19,52.4,18.9,거,4,56.0,권동석,864,71.1
18516,칠성대로,1:10.8,800,2017-09-16,10,19,52.3,19.3,거,4,53.0,권동석,662,70.8
18517,칠성대로,1:08.7,800,2017-03-11,6,19,50.0,17.6,거,4,55.0,권동석,734,68.7
18518,칠성대로,1:12.0,800,2018-01-19,10,18,54.4,20.3,거,4,54.0,권동석,1336,72.0
18519,칠성대로,1:10.4,800,2018-05-04,6,18,52.8,19.6,거,4,56.0,권동석,653,70.4
18520,칠성대로,1:09.6,800,2017-03-25,18,19,50.7,18.3,거,4,56.0,권동석,1149,69.6
18521,칠성대로,1:07.5,800,2018-07-06,15,18,50.0,18.3,거,4,54.0,권동석,748,67.5
18522,칠성대로,1:09.3,800,2018-05-25,8,17,51.9,20.0,거,4,53.0,권동석,1238,69.3
18523,칠성대로,1:22.7,900,2017-11-11,6,18,56.5,20.8,거,4,54.0,문현진,1272,82.7
18524,칠지도,1:03.6,900,2017-04-15,7,15,41.4,14.1,수,4,55.0,문현진,529,63.6
18525,칠지도,1:04.2,900,2017-06-10,6,16,41.7,14.0,수,4,56.0,김홍권,1014,64.2
18526,칠지도,1:11.4,1000,2017-07-15,6,16,41.8,14.5,수,4,55.0,문현진,653,71.4
18527,칠지도,1:28.3,1200,2017-07-28,6,16,44.4,15.8,수,4,57.0,문현진,607,88.3
18528,칠지도,1:46.9,1400,2017-09-23,6,16,47.6,17.2,수,4,53.5,문현진,867,106.9
18529,칠지도,2:03.4,1610,2017-12-08,12,17,47.6,17.5,수,4,55.0,문현진,792,123.4
18530,칠지도,2:05.3,1610,2017-09-08,7,17,48.0,16.7,수,4,54.0,전현준,1277,125.3
18531,카니발,1:04.4,900,2014-06-14,4,16,41.4,13.8,거,3,55.0,김이랑,123,64.4
18532,카니발,1:10.6,900,2014-03-07,8,17,46.2,17.6,거,3,51.0,이덕형,123,70.6
18533,카니발,1:07.7,900,2014-01-24,7,17,43.3,14.6,거,3,51.0,이덕형,123,67.7
18534,카니발,1:13.5,1000,2014-08-16,10,16,43.0,14.8,거,3,55.0,김이랑,123,73.5
18535,카니발,1:27.9,1200,2014-11-01,20,17,42.8,15.0,거,3,57.0,김이랑,123,87.9
18536,카니발,1:44.3,1400,2014-11-22,5,17,43.8,15.2,거,3,57.0,김이랑,123,104.3
18537,카니발,1:46.6,1400,2014-12-20,19,17,43.2,14.3,거,3,57.0,김이랑,123,106.6
18538,카라,1:03.5,900,2018-07-21,6,15,41.8,15.4,암,5,55.0,문성호,511,63.5
18539,카라,1:04.5,900,2018-04-27,6,16,41.5,13.9,암,5,55.0,김이랑,736,64.5
18540,카라,1:10.3,1000,2018-08-10,6,15,41.9,14.7,암,5,53.0,문현진,523,70.3
18541,카라,1:09.1,1000,2018-12-21,14,16,40.6,14.1,암,5,58.0,문성호,921,69.1
18542,카라,1:27.5,1200,2018-08-17,12,16,43.2,14.9,암,5,54.0,한영민,295,87.5
18543,카라,1:27.7,1200,2019-01-11,8,16,42.7,13.8,암,5,58.0,문성호,1310,87.7
18544,카라,1:27.0,1200,2018-09-29,8,16,43.3,14.5,암,5,57.5,문현진,929,87.0
18545,카라,1:42.8,1400,2019-02-15,8,16,41.5,14.2,암,5,57.0,문성호,1383,102.8
18546,카라,1:43.2,1400,2019-11-15,4,16,43.0,14.9,암,5,60.5,강수한,713,103.2
18547,카라,1:41.9,1400,2019-03-16,4,16,41.3,13.8,암,5,60.5,문성호,438,101.9
18548,카라,1:58.9,1610,2020-02-08,6,16,45.8,16.6,암,5,51.0,이성민,598,118.9
18549,카라,1:58.0,1610,2019-12-07,8,17,42.8,15.1,암,5,51.0,안득수,320,118.0
18550,카이사르,1:03.8,900,2017-01-20,12,16,41.8,15.1,수,5,56.0,문성호,508,63.8
18551,카이사르,1:04.9,900,2016-06-11,5,16,42.0,13.4,수,5,55.0,원유일,1088,64.9
18552,카이사르,1:10.3,1000,2017-06-02,6,15,41.8,14.7,수,5,52.0,안득수,797,70.3
18553,카이사르,1:12.0,1000,2017-04-21,8,16,42.9,14.8,수,5,50.0,임재광,993,72.0
18554,카이사르,1:12.2,1000,2016-08-06,10,16,43.1,14.5,수,5,55.0,원유일,944,72.2
18555,카이사르,1:10.9,1000,2016-09-30,19,15,42.6,15.2,수,5,55.0,원유일,1076,70.9
18556,카이사르,1:10.5,1000,2017-03-03,9,16,41.6,14.5,수,5,55.0,안득수,788,70.5
18557,카이사르,1:10.7,1000,2016-10-29,12,15,42.2,14.7,수,5,56.0,원유일,1279,70.7
18558,카이사르,1:10.8,1000,2016-12-09,3,16,42.1,14.9,수,5,56.0,문성호,1093,70.8
18559,카이사르,1:28.8,1200,2018-03-09,14,16,44.9,16.2,수,5,51.0,임재광,1350,88.8
18560,카이사르,1:27.3,1200,2017-06-23,6,16,44.4,15.6,수,5,51.0,안득수,1961,87.3
18561,카이사르,1:47.4,1400,2018-01-27,17,16,45.1,15.3,수,5,51.0,박성광,1282,107.4
18562,카이사르,1:45.2,1400,2017-08-05,6,15,42.5,13.9,수,5,51.0,박성광,527,105.2
18563,카이사르,1:44.3,1400,2018-05-19,9,16,45.4,15.9,수,5,51.0,박성광,1234,104.3
18564,칸의제왕,1:10.6,800,2018-03-17,8,18,53.0,19.3,거,5,56.0,권동석,1363,70.6
18565,칸의제왕,1:08.8,800,2019-12-19,14,18,50.7,18.2,거,5,57.0,김경훈,123,68.8
18566,칸의제왕,1:06.1,800,2018-10-19,6,18,48.4,17.7,거,5,58.5,김대연,1012,66.1
18567,칸의제왕,1:08.2,800,2018-04-20,6,17,50.8,17.4,거,5,56.0,권동석,1141,68.2
18568,칸의제왕,1:20.7,900,2018-05-04,6,18,53.6,18.5,거,5,56.0,권동석,578,80.7
18569,칸의제왕,1:18.2,900,2018-06-08,6,19,51.1,17.7,거,5,59.0,권동석,725,78.2
18570,칸의제왕,1:23.9,1000,2018-12-21,14,17,50.4,17.2,거,5,54.0,김용섭,589,83.9
18571,칸의제왕,1:27.0,1000,2018-11-03,6,18,52.0,17.5,거,5,53.5,김대연,739,87.0
18572,칸의제왕,1:28.0,1000,2019-03-09,8,17,54.0,19.1,거,5,54.0,강수한,814,88.0
18573,칸의제왕,1:27.7,1000,2019-07-13,17,18,52.8,18.2,거,5,55.0,정명일,439,87.7
18574,칸의제왕,1:35.4,1110,2019-04-20,4,18,52.0,17.7,거,5,55.5,김경훈,608,95.4
18575,칸의제왕,1:42.2,1110,2019-08-17,9,19,57.6,20.8,거,5,57.5,김용섭,656,102.2
18576,칸의제왕,1:37.4,1110,2019-05-25,4,19,53.6,18.3,거,5,55.0,원유일,505,97.4
18577,칸의제왕,1:38.1,1110,2019-03-22,12,19,53.5,18.6,거,5,55.5,강수한,665,98.1
18578,칸의제왕,1:36.2,1110,2020-02-07,6,18,53.3,18.8,거,5,54.0,장우성,744,96.2
18579,캐리,1:08.9,900,2018-10-27,6,17,44.5,15.4,수,3,51.0,이성민,800,68.9
18580,캡틴,1:07.2,900,2014-12-12,16,17,43.4,14.3,수,2,55.0,김경훈,123,67.2
18581,캡틴,1:08.7,900,2014-09-19,14,16,45.0,15.5,수,2,55.0,김경훈,123,68.7
18582,커리어,1:10.3,800,2019-05-11,4,19,51.5,17.2,암,4,54.0,곽용남,515,70.3
18583,커리어,1:11.9,800,2019-01-11,8,18,53.5,19.3,암,4,53.0,곽용남,857,71.9
18584,커리어,1:10.6,800,2019-08-03,4,19,52.1,18.5,암,4,54.0,곽용남,588,70.6
18585,커리어,1:11.6,800,2019-08-24,7,18,53.3,20.1,암,4,56.0,김이랑,656,71.6
18586,커리어,1:11.5,800,2019-04-18,3,19,52.4,17.4,암,4,55.0,곽용남,123,71.5
18587,컬렉션,1:15.6,900,2015-01-31,18,17,50.3,18.0,거,4,53.0,김이랑,123,75.6
18588,컬렉션,1:14.6,900,2014-06-13,5,18,49.1,17.3,거,4,55.5,이재웅,123,74.6
18589,컬렉션,1:18.8,900,2014-01-24,7,18,52.2,17.6,거,4,56.0,김다영,123,78.8
18590,컬렉션,1:26.0,1000,2014-11-28,18,17,51.8,17.5,거,4,53.5,이재웅,123,86.0
18591,컬렉션,1:25.9,1000,2014-05-03,5,18,51.6,18.1,거,4,55.0,이재웅,123,85.9
18592,컬렉션,1:25.5,1000,2014-11-15,6,17,51.7,18.7,거,4,54.0,김이랑,123,85.5
18593,컬렉션,1:26.3,1000,2015-07-18,5,17,53.7,20.0,거,4,50.0,김다영,123,86.3
18594,컬렉션,1:26.6,1000,2014-07-12,11,18,51.9,17.9,거,4,54.5,이재웅,123,86.6
18595,컬렉션,1:25.6,1000,2015-02-14,7,18,51.5,19.0,거,4,52.0,권진영,123,85.6
18596,컬렉션,1:24.0,1000,2014-09-12,5,17,50.7,18.0,거,4,55.0,김용섭,123,84.0
18597,컬렉션,1:36.7,1110,2014-09-27,6,18,53.3,19.0,거,4,54.0,김경훈,123,96.7
18598,콘서트,1:07.9,900,2014-12-05,19,16,44.4,15.7,수,3,55.0,이재웅,123,67.9
18599,콘서트,1:05.7,900,2015-03-21,8,16,42.9,15.1,수,3,55.0,장우성,123,65.7
18600,콘서트,1:11.6,900,2014-10-24,8,16,48.3,18.2,수,3,53.0,이덕형,123,71.6
18601,쾌남시대,1:05.0,900,2019-11-23,6,16,42.4,14.6,수,3,55.0,김준호,1164,65.0
18602,쾌남시대,1:03.5,900,2020-02-08,6,16,41.2,13.8,수,3,57.0,김준호,1013,63.5
18603,쾌남시대,1:04.8,900,2019-12-28,14,16,41.4,13.6,수,3,56.0,김준호,1089,64.8
18604,쾌속무대,1:03.3,900,2017-04-15,7,15,41.0,13.6,수,3,55.0,김경훈,885,63.3
18605,쾌속무대,1:10.2,1000,2017-05-19,6,16,40.9,13.8,수,3,57.0,안득수,618,70.2
18606,쾌속무적,1:07.9,800,2015-03-21,9,18,49.8,17.7,암,5,53.0,김준호,123,67.9
18607,쾌속무적,1:10.4,800,2014-05-03,5,18,52.0,18.1,암,5,53.0,배성아,123,70.4
18608,쾌속무적,1:07.8,800,2015-01-30,20,18,50.0,18.9,암,5,53.0,장우성,123,67.8
18609,쾌속무적,1:09.5,800,2016-02-13,20,18,51.6,18.9,암,5,50.0,배성아,850,69.5
18610,쾌속무적,1:11.0,800,2014-01-25,9,18,52.8,19.2,암,5,55.0,김이랑,123,71.0
18611,쾌속무적,1:19.6,900,2014-05-16,9,18,53.2,18.6,암,5,56.0,김영수,123,79.6
18612,쾌속무적,1:17.2,900,2015-07-10,6,18,50.9,18.2,암,5,54.5,김용섭,123,77.2
18613,쾌속무적,1:21.8,900,2014-10-25,6,19,54.7,20.2,암,5,52.5,강수한,123,81.8
18614,쾌속무적,1:18.3,900,2015-04-17,6,18,51.0,17.7,암,5,54.5,김경훈,123,78.3
18615,쾌속무적,1:18.9,900,2015-12-12,14,18,52.6,19.6,암,5,50.0,나유나,123,78.9
18616,쾌속배달,1:11.9,800,2019-11-22,7,19,53.4,19.6,암,5,54.0,나유나,795,71.9
18617,쾌속배달,1:12.4,800,2019-08-02,4,18,54.2,20.4,암,5,54.0,나유나,870,72.4
18618,쾌속배달,1:12.4,800,2019-05-10,4,19,53.8,19.5,암,5,54.0,나유나,650,72.4
18619,쾌속배달,1:10.0,800,2019-12-20,12,18,52.0,19.1,암,5,54.0,박성광,650,70.0
18620,쾌속배달,1:11.5,800,2019-10-19,6,18,53.4,19.8,암,5,54.0,나유나,1512,71.5
18621,쾌속보배,1:08.6,800,2019-01-17,8,17,43.5,14.3,암,3,55.0,배성아,123,68.6
18622,쾌속비행,1:06.9,800,2017-07-28,6,19,48.0,16.8,거,7,58.0,곽용남,402,66.9
18623,쾌속비행,1:08.6,800,2016-04-01,4,19,50.0,17.5,거,7,57.0,김경훈,659,68.6
18624,쾌속비행,1:07.4,800,2016-10-22,14,17,50.0,18.2,거,7,55.5,권동석,867,67.4
18625,쾌속비행,1:08.1,800,2016-12-17,13,18,50.1,18.2,거,7,56.0,권동석,921,68.1
18626,쾌속비행,1:07.6,800,2016-09-30,19,18,49.7,18.5,거,7,56.0,문성호,749,67.6
18627,쾌속비행,1:06.3,800,2016-11-18,6,18,48.8,17.3,거,7,56.5,권동석,437,66.3
18628,쾌속비행,1:07.3,800,2017-07-01,7,18,49.2,17.0,거,7,60.0,곽용남,874,67.3
18629,쾌속비행,1:06.3,800,2016-07-29,4,18,48.0,17.2,거,7,56.0,문성호,653,66.3
18630,쾌속비행,1:07.4,800,2016-08-05,9,18,49.5,17.9,거,7,56.0,문성호,303,67.4
18631,쾌속비행,1:08.1,800,2017-03-31,17,18,50.2,19.4,거,7,57.0,장우성,1197,68.1
18632,쾌속비행,1:07.4,800,2017-06-03,6,19,48.5,17.3,거,7,59.0,곽용남,674,67.4
18633,쾌속비행,1:16.9,900,2018-12-14,13,18,50.3,16.9,거,7,55.5,김재원,368,76.9
18634,쾌속비행,1:16.3,900,2017-12-29,9,18,50.3,18.5,거,7,54.0,김용섭,457,76.3
18635,쾌속비행,1:16.6,900,2017-05-20,6,18,50.9,17.9,거,7,59.0,곽용남,465,76.6
18636,쾌속비행,1:18.1,900,2018-08-10,6,17,53.1,20.0,거,7,55.0,장우성,1340,78.1
18637,쾌속비행,1:18.5,900,2019-02-01,20,18,52.1,18.7,거,7,59.5,강수한,518,78.5
18638,쾌속비행,1:17.6,900,2018-03-16,12,18,51.9,19.0,거,7,53.0,곽용남,527,77.6
18639,쾌속비행,1:19.7,900,2017-11-24,6,18,52.7,18.8,거,7,59.0,이재웅,721,79.7
18640,쾌속비행,1:25.8,1000,2019-03-02,6,17,51.2,18.3,거,7,59.0,정명일,955,85.8
18641,쾌속비행,1:24.2,1000,2018-12-01,6,17,50.8,17.7,거,7,51.0,김재원,732,84.2
18642,쾌속비행,1:25.6,1000,2019-12-07,8,17,51.9,18.6,거,7,55.5,전현준,599,85.6
18643,쾌속비행,1:27.1,1000,2019-04-19,4,17,53.1,20.3,거,7,51.0,김다영,522,87.1
18644,쾌속비행,1:27.8,1000,2019-05-31,8,17,53.8,19.5,거,7,55.0,원유일,444,87.8
18645,쾌속비행,1:25.9,1000,2018-04-14,20,18,51.9,18.9,거,7,52.5,장우성,591,85.9
18646,쾌속비행,1:29.2,1000,2018-05-12,6,18,54.5,19.4,거,7,56.0,장우성,513,89.2
18647,쾌속비행,1:35.8,1110,2020-02-14,13,19,51.8,18.3,거,7,55.0,곽용남,864,95.8
18648,쾌속비행,1:35.1,1110,2019-08-30,8,18,51.1,17.2,거,7,51.5,원유일,793,95.1
18649,쾌속비행,1:37.3,1110,2019-11-08,4,19,53.9,19.3,거,7,53.0,원유일,642,97.3
18650,쾌속소녀,1:04.8,900,2016-04-16,20,17,41.1,13.9,암,6,52.0,곽용남,660,64.8
18651,쾌속소녀,1:05.2,900,2014-07-12,11,16,42.1,14.5,암,6,55.0,곽용남,123,65.2
18652,쾌속소녀,1:11.9,1000,2016-01-09,11,16,42.5,14.6,암,6,54.0,김경훈,587,71.9
18653,쾌속소녀,1:13.2,1000,2015-01-23,11,16,43.4,15.7,암,6,54.0,곽용남,123,73.2
18654,쾌속소녀,1:11.4,1000,2015-03-21,8,16,42.2,14.3,암,6,54.0,심광선,123,71.4
18655,쾌속소녀,1:12.0,1000,2016-02-20,7,16,43.3,15.1,암,6,54.0,곽용남,794,72.0
18656,쾌속소녀,1:11.3,1000,2015-05-09,7,16,42.1,14.2,암,6,54.0,곽용남,123,71.3
18657,쾌속소녀,1:10.8,1000,2016-03-25,4,16,41.3,14.0,암,6,54.0,곽용남,666,70.8
18658,쾌속소녀,1:14.6,1000,2014-11-28,18,16,43.2,14.8,암,6,55.0,김대연,123,74.6
18659,쾌속소녀,1:11.4,1000,2015-11-28,14,16,41.6,14.5,암,6,52.0,심광선,123,71.4
18660,쾌속소녀,1:27.3,1200,2016-12-03,6,16,43.7,15.7,암,6,54.0,배성아,733,87.3
18661,쾌속소녀,1:26.7,1200,2016-06-25,10,16,43.7,14.8,암,6,53.0,곽용남,646,86.7
18662,쾌속소녀,1:26.8,1200,2017-01-21,14,16,43.5,14.7,암,6,52.0,배성아,739,86.8
18663,쾌속소녀,1:25.9,1200,2016-05-21,3,16,42.7,14.3,암,6,52.0,심광선,514,85.9
18664,쾌속소녀,1:42.6,1400,2016-12-10,3,16,44.4,15.2,암,6,52.0,배성아,585,102.6
18665,쾌속소녀,1:44.3,1400,2016-09-24,5,16,45.6,16.1,암,6,54.0,심광선,650,104.3
18666,쾌속소녀,1:45.2,1400,2016-08-20,7,17,45.8,15.7,암,6,54.0,심광선,855,105.2
18667,쾌속소녀,1:58.8,1610,2016-06-18,5,16,40.8,13.2,암,6,52.5,심광선,793,118.8
18668,쾌속열차,1:07.4,900,2016-09-02,20,16,44.9,17.1,수,4,55.0,박기영,538,67.4
18669,쾌속열차,1:03.7,900,2017-07-14,6,15,41.8,14.5,수,4,56.0,장우성,385,63.7
18670,쾌속열차,1:06.2,900,2016-07-23,5,16,43.2,15.8,수,4,55.0,박기영,857,66.2
18671,쾌속열차,1:03.9,900,2017-04-15,7,15,41.8,14.3,수,4,55.0,장우성,1119,63.9
18672,쾌속열차,1:05.7,900,2016-12-03,6,15,44.0,15.7,수,4,55.0,장우성,740,65.7
18673,쾌속열차,1:12.9,1000,2017-08-18,6,15,44.6,16.3,수,4,55.0,장우성,652,72.9
18674,쾌속열차,1:34.4,1200,2017-09-22,6,16,51.8,19.9,수,4,52.0,임재광,733,94.4
18675,쾌속전함,1:09.7,800,2019-06-07,16,18,51.5,19.3,암,5,55.5,곽용남,715,69.7
18676,쾌속전함,1:09.0,800,2018-05-25,6,18,50.8,18.6,암,5,56.0,강수한,993,69.0
18677,쾌속전함,1:08.0,800,2018-12-21,14,19,49.1,16.6,암,5,52.0,이소연,449,68.0
18678,쾌속전함,1:08.9,800,2018-06-08,6,18,51.0,18.6,암,5,56.0,강수한,649,68.9
18679,쾌속전함,1:10.4,800,2018-04-28,6,19,51.1,17.6,암,5,55.0,곽용남,1475,70.4
18680,쾌속전함,1:07.2,800,2019-05-03,4,18,48.8,17.5,암,5,54.0,김경훈,929,67.2
18681,쾌속전함,1:08.7,800,2019-09-05,14,19,50.1,17.8,암,5,56.0,배성아,123,68.7
18682,쾌속전함,1:10.9,800,2018-03-09,14,19,52.2,17.7,암,5,55.0,강수한,510,70.9
18683,쾌속전함,1:08.2,800,2018-11-24,6,19,49.3,16.4,암,5,52.0,이소연,587,68.2
18684,쾌속전함,1:08.3,800,2019-10-19,8,18,50.5,18.5,암,5,53.5,배성아,644,68.3
18685,쾌속전함,1:16.9,900,2020-02-07,6,18,51.0,18.1,암,5,53.0,김대연,377,76.9
18686,쾌속전함,1:16.0,900,2019-11-30,10,18,49.7,17.7,암,5,54.5,김대연,947,76.0
18687,쾌속전함,1:21.6,900,2018-07-14,6,18,54.9,21.0,암,5,57.5,강수한,590,81.6
18688,쾌속전함,1:29.8,1000,2020-01-11,10,18,54.1,19.4,암,5,58.0,김대연,662,89.8
18689,쾌속진행,1:09.7,800,2019-03-15,4,18,51.5,18.2,거,5,58.0,권동석,1552,69.7
18690,쾌속진행,1:10.2,800,2018-06-30,20,18,52.3,18.8,거,5,56.0,박성광,1020,70.2
18691,쾌속진행,1:07.7,800,2019-08-09,4,19,49.2,17.9,거,5,56.5,권동석,378,67.7
18692,쾌속진행,1:07.7,800,2019-07-12,10,18,49.4,17.9,거,5,54.5,권동석,1210,67.7
18693,쾌속진행,1:11.8,800,2018-04-13,6,19,53.3,19.1,거,5,53.0,임재광,823,71.8
18694,쾌속진행,1:20.1,900,2020-01-04,12,19,53.2,19.1,거,5,53.0,권동석,663,80.1
18695,쾌속진행,1:18.6,900,2019-10-18,8,19,51.6,17.9,거,5,54.5,권동석,600,78.6
18696,쾌속진행,1:17.1,900,2019-05-03,4,18,51.0,18.0,거,5,54.0,권진영,864,77.1
18697,쾌속진행,1:18.6,900,2019-05-24,4,19,51.2,17.1,거,5,56.0,권진영,644,78.6
18698,쾌속진행,1:20.0,900,2019-11-16,4,18,52.9,19.0,거,5,56.0,권동석,521,80.0
18699,쾌속진행,1:20.5,900,2019-12-06,8,18,54.1,19.6,거,5,56.5,권동석,588,80.5
18700,쾌속찬가,1:06.8,900,2014-05-23,5,16,43.5,15.4,암,3,54.0,권진영,123,66.8
18701,쾌속찬가,1:11.6,1000,2014-08-22,10,16,42.4,14.9,암,3,54.0,안득수,123,71.6
18702,쾌속찬가,1:12.4,1000,2014-09-19,14,16,43.0,14.6,암,3,55.0,권진영,123,72.4
18703,쾌속찬가,1:13.6,1000,2014-08-01,14,16,43.9,15.5,암,3,55.0,권진영,123,73.6
18704,쾌속충전,1:10.5,800,2017-07-28,6,18,52.8,19.7,암,4,55.0,김준호,694,70.5
18705,쾌속충전,1:10.7,800,2017-04-14,6,19,51.9,18.2,암,4,55.0,김이랑,601,70.7
18706,쾌속충전,1:08.9,800,2017-09-23,6,18,51.2,18.4,암,4,55.5,김경훈,1355,68.9
18707,쾌속충전,1:08.7,800,2017-09-01,6,18,50.9,18.5,암,4,55.0,김준호,651,68.7
18708,쾌속함,1:09.9,800,2014-06-14,4,18,51.5,18.9,거,5,54.0,김이랑,123,69.9
18709,쾌속함,1:11.2,800,2014-04-05,4,18,52.8,19.2,거,5,53.0,김이랑,123,71.2
18710,쾌속행,1:27.5,1200,2015-10-02,9,16,44.8,16.4,수,6,51.0,권진영,123,87.5
18711,쾌속행,1:27.0,1200,2014-09-26,9,16,43.0,15.2,수,6,54.0,김이랑,123,87.0
18712,쾌속행,1:43.8,1400,2015-05-29,5,16,45.4,16.3,수,6,51.0,박준호,123,103.8
18713,쾌속행,1:43.3,1400,2014-04-11,4,16,43.1,14.5,수,6,54.0,안득수,123,103.3
18714,쾌속행,1:46.8,1400,2014-06-13,5,16,45.1,15.9,수,6,54.0,김이랑,123,106.8
18715,쾌속행,1:43.1,1400,2014-02-08,20,16,44.8,15.5,수,6,55.0,김이랑,123,103.1
18716,쾌속행,1:45.4,1400,2014-11-07,6,16,45.2,16.0,수,6,54.0,김이랑,123,105.4
18717,쾌속행,2:03.5,1610,2014-11-21,5,16,46.4,16.6,수,6,53.5,안득수,123,123.5
18718,쾌속행진,1:27.3,800,2019-01-24,6,21,66.8,24.2,암,3,55.0,유미라,123,87.3
18719,쾌속황후,1:11.1,800,2019-11-15,4,18,53.0,20.1,암,4,55.0,곽용남,576,71.1
18720,쾌인쾌사,1:15.2,800,2019-08-02,4,18,56.9,23.2,암,4,57.0,배성아,594,75.2
18721,쾌인쾌사,1:14.4,800,2019-04-27,8,19,55.9,21.2,암,4,57.0,배성아,661,74.4
18722,쾌인쾌사,1:14.1,800,2019-06-21,5,18,55.8,21.1,암,4,57.0,안득수,1500,74.1
18723,쾌인쾌사,1:13.6,800,2019-02-14,8,18,55.2,19.5,암,4,55.0,배성아,123,73.6
18724,쾌인쾌사,1:09.4,800,2019-03-16,4,19,50.5,17.3,암,4,56.0,배성아,734,69.4
18725,쾌조,1:03.1,900,2016-10-07,8,16,40.6,13.5,거,3,55.0,심광선,436,63.1
